"Start","Stop","Length","Frame"
1771159,1771578,420,1
1773205,1773546,342,1
1773850,1774812,963,1
1774873,1775286,414,1
1780390,1781037,648,1
1781338,1781661,324,1
1787257,1787892,636,1
1793842,1794702,861,1
1796878,1797213,336,1
1802749,1803216,468,1
1807327,1807698,372,1
1808005,1808364,360,1
1808560,1809015,456,1
1809541,1809894,354,1
1810504,1810854,351,1
1815595,1816008,414,1
1817317,1818123,807,1
1818286,1818645,360,1
1826377,1826685,309,1
1827745,1828053,309,1
1829518,1830057,540,1
1831852,1832184,333,1
1861378,1861704,327,1
1867405,1867782,378,1
1869898,1870383,486,1
1898293,1898643,351,1
1902382,1903188,807,1
1936765,1937157,393,1
1939978,1940358,381,1
1950109,1950468,360,1
1954870,1955376,507,1
1973944,1974255,312,1
1986484,1986846,363,1
1987900,1988415,516,1
1989070,1989795,726,1
1990390,1990839,450,1
1991572,1991919,348,1
1993741,1994058,318,1
2003869,2004198,330,1
2044498,2044830,333,1
2051509,2051847,339,1
2060260,2060640,381,1
2062150,2062578,429,1
2064043,2064390,348,1
2070400,2071062,663,1
2071531,2071866,336,1
2071879,2072241,363,1
2074213,2074512,300,1
2075104,2075421,318,1
2075467,2075862,396,1
2093689,2094171,483,1
2094247,2094597,351,1
2097676,2098041,366,1
2105278,2105601,324,1
2117371,2117829,459,1
2127775,2128080,306,1
2140705,2141055,351,1
2167258,2167590,333,1
2194717,2195031,315,1
2202949,2203392,444,1
2206393,2206710,318,1
2207932,2208321,390,1
2229850,2230272,423,1
2252914,2253264,351,1
2254897,2255211,315,1
2262445,2262756,312,1
2263255,2263998,744,1
2266684,2267238,555,1
2268445,2268825,381,1
2270629,2270955,327,1
2277325,2277657,333,1
2284981,2285358,378,1
2285953,2286258,306,1
2287681,2288001,321,1
2297686,2298186,501,1
2300026,2300487,462,1
2304811,2305176,366,1
2305375,2305749,375,1
2305915,2306298,384,1
2310187,2310522,336,1
2323513,2323830,318,1
2327035,2327346,312,1
2333368,2333676,309,1
2342968,2343432,465,1
2363470,2363775,306,1
2364283,2364870,588,1
2367994,2368614,621,1
2372416,2372793,378,1
2380828,2381136,309,1
2399551,2399991,441,1
2409214,2409552,339,1
2418727,2419590,864,1
2419846,2420400,555,1
2421880,2422224,345,1
2426335,2426688,354,1
2428465,2429106,642,1
2446288,2446680,393,1
2446858,2447283,426,1
2450878,2451507,630,1
2456224,2456781,558,1
2472352,2472672,321,1
2481682,2482239,558,1
2489008,2489322,315,1
2514364,2514759,396,1
2515543,2515953,411,1
2538643,2539092,450,1
2540074,2540379,306,1
2595985,2596422,438,1
2613418,2613771,354,1
2621437,2621808,372,1
2648086,2648646,561,1
2672671,2673162,492,1
2677672,2678100,429,1
2684755,2685102,348,1
2698126,2698461,336,1
2704018,2704320,303,1
2717905,2718231,327,1
2723923,2724276,354,1
2744860,2745171,312,1
2748505,2748813,309,1
2749879,2750277,399,1
2757505,2758428,924,1
2763556,2763882,327,1
2767999,2768316,318,1
2791696,2792220,525,1
2793367,2793699,333,1
2795113,2795481,369,1
2796010,2796462,453,1
2804131,2804526,396,1
2809546,2810166,621,1
2810212,2810610,399,1
2819602,2820582,981,1
2827111,2827551,441,1
2828008,2828577,570,1
2829040,2829339,300,1
2844742,2845146,405,1
2854768,2855073,306,1
2914297,2914884,588,1
2924020,2924358,339,1
2935096,2935401,306,1
2944351,2944749,399,1
2947594,2948085,492,1
2951968,2952378,411,1
2961718,2962059,342,1
2983855,2984193,339,1
3044179,3044523,345,1
3058690,3059043,354,1
3074419,3074757,339,1
3075589,3076314,726,1
3096169,3096915,747,1
3101221,3101796,576,1
3107158,3107475,318,1
3110815,3111267,453,1
3117247,3117588,342,1
3139618,3140022,405,1
3140863,3141279,417,1
3208540,3208872,333,1
3217510,3217884,375,1
3217942,3218259,318,1
3220603,3220968,366,1
3230554,3231519,966,1
3237292,3237591,300,1
3245302,3245610,309,1
3248995,3249390,396,1
3249811,3250320,510,1
3251899,3252261,363,1
3253624,3254022,399,1
3265693,3266175,483,1
3270235,3270534,300,1
3282985,3283416,432,1
3293839,3295473,1635,1
3325636,3326043,408,1
3337183,3337497,315,1
3343219,3343704,486,1
3369304,3369621,318,1
3373336,3373638,303,1
3378166,3378513,348,1
3390343,3390651,309,1
3406318,3406677,360,1
3414520,3414963,444,1
3438499,3438837,339,1
3439852,3440394,543,1
3440968,3441411,444,1
3445756,3446187,432,1
3448684,3449034,351,1
3449449,3449760,312,1
3449959,3450309,351,1
3453124,3453483,360,1
3460705,3461031,327,1
3462574,3462915,342,1
3474055,3474858,804,1
3478141,3478722,582,1
3484255,3484701,447,1
3486082,3486666,585,1
3488278,3488610,333,1
3489739,3490050,312,1
3494644,3495228,585,1
3497170,3497616,447,1
3503431,3503919,489,1
3504688,3505080,393,1
3513316,3513957,642,1
3514513,3514821,309,1
3515359,3515700,342,1
3515950,3516258,309,1
3516301,3516648,348,1
3518080,3518388,309,1
3522955,3523401,447,1
3524101,3524742,642,1
3524815,3525174,360,1
3550741,3551076,336,1
3554233,3554550,318,1
3559012,3559734,723,1
3561583,3562035,453,1
3562153,3562797,645,1
3563035,3563361,327,1
3564028,3564519,492,1
3568165,3568656,492,1
3574063,3574479,417,1
3576568,3577341,774,1
3579610,3580281,672,1
3583306,3583653,348,1
3583888,3584196,309,1
3587626,3587976,351,1
3593512,3593868,357,1
3595606,3595920,315,1
3596836,3597345,510,1
3600100,3600441,342,1
3605425,3606252,828,1
3609031,3609411,381,1
3610846,3611259,414,1
3613387,3613941,555,1
3614791,3615630,840,1
3615937,3616551,615,1
3625438,3625848,411,1
3634081,3634392,312,1
3634561,3635259,699,1
3635320,3635628,309,1
3639976,3640518,543,1
3641242,3641631,390,1
3646927,3647232,306,1
3648829,3649149,321,1
3650002,3650361,360,1
3651679,3652098,420,1
3652621,3653244,624,1
3654328,3654675,348,1
3659842,3660177,336,1
3667129,3667665,537,1
3671236,3671568,333,1
3672985,3673326,342,1
3676324,3676896,573,1
3688735,3689052,318,1
3693514,3693834,321,1
3705940,3706245,306,1
3710539,3710886,348,1
3723610,3724152,543,1
3728026,3728406,381,1
3729190,3729492,303,1
3731566,3732120,555,1
3732685,3733044,360,1
3733654,3734031,378,1
3752803,3753120,318,1
3754120,3754719,600,1
3765157,3765519,363,1
3767029,3767796,768,1
3768334,3769722,1389,1
3770860,3771234,375,1
3771295,3771627,333,1
3771943,3772263,321,1
3792571,3793062,492,1
3799543,3799845,303,1
3807457,3807819,363,1
3818923,3819294,372,1
3821146,3821676,531,1
3830326,3831324,999,1
3831946,3832464,519,1
3834667,3835350,684,1
3836047,3836385,339,1
3836626,3837030,405,1
3840052,3840360,309,1
3840679,3841011,333,1
3853102,3853503,402,1
3856120,3856455,336,1
3858385,3858690,306,1
3863428,3863832,405,1
3864685,3865095,411,1
3865705,3866058,354,1
3868543,3868977,435,1
3869752,3870315,564,1
3876796,3877161,366,1
3885034,3885405,372,1
3912670,3913257,588,1
3923434,3923769,336,1
3951832,3952167,336,1
3956779,3957138,360,1
3965713,3966141,429,1
3992509,3992841,333,1
4022854,4023168,315,1
4024675,4025022,348,1
4061122,4061514,393,1
4070215,4070964,750,1
4077979,4078323,345,1
4104325,4104828,504,1
4105306,4105890,585,1
4108090,4108434,345,1
4110301,4110615,315,1
4112065,4112433,369,1
4122346,4122732,387,1
4141618,4141962,345,1
4145557,4145904,348,1
4149160,4149468,309,1
4153879,4154235,357,1
4165267,4165584,318,1
4168192,4168491,300,1
4195138,4195497,360,1
4221544,4222068,525,1
4222651,4222962,312,1
4227310,4227798,489,1
4227910,4228224,315,1
4259485,4259823,339,1
4290154,4290516,363,1
4292128,4292478,351,1
4303807,4304826,1020,1
4317787,4318218,432,1
4325317,4325655,339,1
4336480,4336902,423,1
4346470,4346769,300,1
4350178,4350495,318,1
4382962,4383279,318,1
4386571,4386897,327,1
4391041,4391340,300,1
4404454,4404795,342,1
4421515,4421949,435,1
4434559,4434915,357,1
4454779,4455102,324,1
4460026,4460373,348,1
4475041,4475520,480,1
4475611,4475988,378,1
4480423,4480746,324,1
4488706,4489020,315,1
4498714,4499049,336,1
4508896,4509294,399,1
4527121,4527456,336,1
4560469,4560798,330,1
4569940,4570356,417,1
4577092,4577415,324,1
4579945,4580328,384,1
4581076,4581387,312,1
4588672,4589076,405,1
4601113,4601469,357,1
4609519,4609851,333,1
4637449,4637781,333,1
4639969,4640298,330,1
4647100,4647444,345,1
4664167,4664502,336,1
4678798,4679130,333,1
4688362,4688676,315,1
4697290,4697622,333,1
4699330,4699686,357,1
4719166,4719528,363,1
4742875,4743189,315,1
4745647,4746045,399,1
4753834,4754307,474,1
4771744,4772655,912,1
4783363,4783674,312,1
4790413,4790721,309,1
4795234,4795698,465,1
4809133,4809585,453,1
4811098,4811499,402,1
4816369,4816671,303,1
4820293,4820613,321,1
4823410,4823802,393,1
4827580,4828050,471,1
4833376,4833711,336,1
4841650,4841955,306,1
4861627,4862103,477,1
4864612,4864974,363,1
4868329,4868787,459,1
4879627,4879950,324,1
4886452,4886772,321,1
4890949,4891341,393,1
4930702,4931106,405,1
4953181,4953702,522,1
4957213,4957599,387,1
4985230,4985541,312,1
4992646,4993008,363,1
5047870,5048271,402,1
5060524,5060913,390,1
5071723,5072148,426,1
5075659,5076051,393,1
5124079,5124498,420,1
5124700,5125128,429,1
5132647,5132991,345,1
5154730,5155104,375,1
5196604,5196960,357,1
5209552,5209863,312,1
5304895,5305296,402,1
5320324,5320770,447,1
5325565,5325900,336,1
5331517,5331885,369,1
5341180,5341491,312,1
5359129,5359428,300,1
5369926,5370249,324,1
5371702,5372022,321,1
5377990,5378292,303,1
5383228,5383548,321,1
5408350,5408796,447,1
5410681,5411079,399,1
5445904,5446212,309,1
5450194,5450541,348,1
5457922,5458245,324,1
5463856,5464254,399,1
5478577,5478921,345,1
5521600,5521941,342,1
5529691,5529999,309,1
5546506,5546940,435,1
5548552,5548944,393,1
5563048,5563386,339,1
5567896,5568207,312,1
5583757,5584251,495,1
5589043,5589420,378,1
5593663,5593971,309,1
5600578,5601243,666,1
5611906,5612286,381,1
5619436,5619804,369,1
5652517,5652861,345,1
5678299,5678622,324,1
5700697,5700999,303,1
5702041,5702454,414,1
5703787,5704140,354,1
5709754,5710080,327,1
5735962,5736264,303,1
5736553,5736951,399,1
5752822,5753241,420,1
5757904,5758215,312,1
5784859,5785554,696,1
5809792,5810112,321,1
5813317,5814399,1083,1
5827795,5828100,306,1
5829301,5829834,534,1
5840344,5840883,540,1
5846842,5847192,351,1
5859178,5859525,348,1
5860120,5860467,348,1
5866612,5866944,333,1
5876473,5876805,333,1
5889490,5890026,537,1
5890957,5891412,456,1
5894161,5894541,381,1
5894593,5894892,300,1
5896534,5896986,453,1
5898700,5899062,363,1
5902642,5902953,312,1
5903035,5903358,324,1
5923783,5924109,327,1
5926540,5926890,351,1
5949172,5949579,408,1
5952694,5952996,303,1
5955766,5956191,426,1
5956195,5956629,435,1
5957212,5957739,528,1
5958907,5959281,375,1
5962084,5962446,363,1
5964505,5964954,450,1
5972242,5972553,312,1
5977159,5977557,399,1
5989249,5989563,315,1
5997055,5997447,393,1
6000142,6000585,444,1
6009841,6010338,498,1
6014299,6014799,501,1
6016450,6016911,462,1
6024379,6024765,387,1
6025309,6025629,321,1
6050449,6050805,357,1
6063418,6063771,354,1
6065338,6065889,552,1
6068188,6068709,522,1
6068917,6069258,342,1
6069268,6069624,357,1
6071518,6072381,864,1
6096862,6097266,405,1
6099157,6099609,453,1
6107143,6107880,738,1
6112705,6113292,588,1
6117823,6118242,420,1
6122944,6123285,342,1
6126838,6129174,2337,1
6140551,6140901,351,1
6149233,6149634,402,1
6153076,6153420,345,1
6156070,6156624,555,1
6163609,6163959,351,1
6171949,6172704,756,1
6180682,6180993,312,1
6201763,6202107,345,1
6202138,6202461,324,1
6204715,6205068,354,1
6219715,6220050,336,1
6231448,6231771,324,1
6235834,6236292,459,1
6255016,6255507,492,1
6271855,6272283,429,1
6277690,6278088,399,1
6279265,6279723,459,1
6280429,6280986,558,1
6294694,6295290,597,1
6307906,6308238,333,1
6309112,6309414,303,1
6337525,6338745,1221,1
6353080,6353451,372,1
6360262,6360666,405,1
6362197,6362538,342,1
6369808,6370152,345,1
6372430,6372747,318,1
6374002,6374496,495,1
6384736,6385068,333,1
6390757,6391071,315,1
6392674,6393135,462,1
6397645,6398016,372,1
6404848,6405309,462,1
6416623,6417060,438,1
6418381,6418788,408,1
6419074,6419469,396,1
6421978,6422352,375,1
6424696,6425061,366,1
6427576,6427971,396,1
6436033,6436419,387,1
6458170,6458469,300,1
6459475,6459945,471,1
6463669,6464151,483,1
6472114,6472947,834,1
6473983,6474546,564,1
6475648,6476721,1074,1
6479515,6479913,399,1
6496276,6496890,615,1
6497005,6497337,333,1
6503371,6503676,306,1
6522256,6522744,489,1
6530815,6531135,321,1
6531604,6531945,342,1
6534904,6535392,489,1
6535516,6535827,312,1
6539950,6540279,330,1
6551920,6552252,333,1
6553213,6553590,378,1
6558568,6558894,327,1
6560443,6560802,360,1
6561910,6562236,327,1
6564670,6565116,447,1
6571321,6572037,717,1
6576670,6577107,438,1
6578149,6578619,471,1
6580618,6581271,654,1
6583267,6583722,456,1
6594967,6595362,396,1
6609247,6609798,552,1
6612514,6612876,363,1
6615334,6615633,300,1
6656476,6657321,846,1
6662125,6662589,465,1
6666844,6667341,498,1
6675940,6676299,360,1
6683206,6683721,516,1
6688255,6688578,324,1
6697765,6698244,480,1
6704026,6704325,300,1
6715327,6715629,303,1
6717937,6718590,654,1
6720484,6720810,327,1
6727249,6728103,855,1
6730144,6730545,402,1
6730714,6731076,363,1
6742114,6742449,336,1
6744685,6745074,390,1
6745390,6745689,300,1
6751351,6751674,324,1
6769639,6769998,360,1
6785071,6785568,498,1
6789373,6789678,306,1
6833389,6833769,381,1
6838651,6839115,465,1
6876115,6876414,300,1
6881482,6881856,375,1
6904030,6904518,489,1
6911209,6911673,465,1
6923314,6923844,531,1
6925081,6925842,762,1
6933043,6933360,318,1
6941500,6941820,321,1
6942508,6942849,342,1
6967870,6968202,333,1
6971509,6971835,327,1
6973339,6973659,321,1
6973957,6974259,303,1
6983881,6984207,327,1
6987718,6988089,372,1
6990118,6990417,300,1
6990955,6991470,516,1
7000216,7000611,396,1
7019560,7019964,405,1
7021360,7022001,642,1
7022695,7022994,300,1
7026244,7026573,330,1
7043188,7043526,339,1
7043527,7043934,408,1
7044817,7045758,942,1
7050586,7050936,351,1
7059721,7060176,456,1
7072246,7072596,351,1
7075933,7076328,396,1
7083409,7083810,402,1
7098469,7098774,306,1
7110340,7110699,360,1
7122748,7123272,525,1
7130188,7130643,456,1
7137226,7137543,318,1
7148659,7149012,354,1
7162534,7162878,345,1
7210066,7210440,375,1
7212772,7213086,315,1
7218427,7218804,378,1
7218835,7219446,612,1
7229704,7230012,309,1
7241575,7241895,321,1
7242946,7243284,339,1
7244506,7244811,306,1
7246018,7246377,360,1
7247848,7248396,549,1
7257496,7257891,396,1
7278859,7279191,333,1
7280155,7280541,387,1
7282762,7283121,360,1
7283638,7284015,378,1
7296106,7297050,945,1
7297576,7297944,369,1
7302232,7302780,549,1
7307362,7307685,324,1
7308220,7308609,390,1
7316590,7317039,450,1
7317541,7318092,552,1
7323286,7323603,318,1
7324564,7324878,315,1
7326727,7327038,312,1
7336744,7337403,660,1
7339468,7339797,330,1
7339801,7340403,603,1
7342780,7343091,312,1
7352317,7352667,351,1
7357612,7357926,315,1
7367809,7368162,354,1
7368358,7368666,309,1
7373902,7374219,318,1
7381864,7382175,312,1
7388824,7389894,1071,1
7392016,7392402,387,1
7393180,7393500,321,1
7397422,7397829,408,1
7398544,7399014,471,1
7399462,7399785,324,1
7413718,7414017,300,1
7418179,7418754,576,1
7419592,7419972,381,1
7427491,7427877,387,1
7435000,7435308,309,1
7435981,7436505,525,1
7441420,7441722,303,1
7441759,7442127,369,1
7451308,7451667,360,1
7452967,7453290,324,1
7454149,7454478,330,1
7454533,7454955,423,1
7456783,7457259,477,1
7458283,7458696,414,1
7467835,7468245,411,1
7469434,7469934,501,1
7470799,7471146,348,1
7474147,7474467,321,1
7488676,7489215,540,1
7497166,7497471,306,1
7501537,7502109,573,1
7503721,7504125,405,1
7507177,7507494,318,1
7510693,7511142,450,1
7512295,7513095,801,1
7515001,7515495,495,1
7522186,7522488,303,1
7523518,7523823,306,1
7527331,7528011,681,1
7530457,7530780,324,1
7534153,7534458,306,1
7541416,7542033,618,1
7543273,7543626,354,1
7545280,7545972,693,1
7550218,7550571,354,1
7562896,7563780,885,1
7599238,7599588,351,1
7607101,7607661,561,1
7610455,7610754,300,1
7611367,7611702,336,1
7611847,7612488,642,1
7615435,7616091,657,1
7618558,7619037,480,1
7633348,7633752,405,1
7654669,7655151,483,1
7656904,7657236,333,1
7661149,7661460,312,1
7663873,7664241,369,1
7677472,7678059,588,1
7680772,7681074,303,1
7686043,7686357,315,1
7697275,7697718,444,1
7699324,7700151,828,1
7701400,7701870,471,1
7701970,7702293,324,1
7703347,7703835,489,1
7707136,7707495,360,1
7707586,7708341,756,1
7709491,7709916,426,1
7713961,7714890,930,1
7725358,7726122,765,1
7726288,7726659,372,1
7743661,7744140,480,1
7746256,7746594,339,1
7757671,7758105,435,1
7762072,7762407,336,1
7767118,7767555,438,1
7768384,7769133,750,1
7769284,7769586,303,1
7770589,7771017,429,1
7779013,7779327,315,1
7790995,7791555,561,1
7812817,7813140,324,1
7816684,7817004,321,1
7833916,7834299,384,1
7849882,7850250,369,1
7852237,7852548,312,1
7857463,7857804,342,1
7860709,7861026,318,1
7888798,7889124,327,1
7889320,7889634,315,1
7898035,7898634,600,1
7915678,7916004,327,1
7928434,7928751,318,1
7940893,7941708,816,1
7950793,7951128,336,1
7951774,7952193,420,1
7966333,7966707,375,1
7972216,7972740,525,1
7974220,7974714,495,1
7975876,7976232,357,1
7978408,7978803,396,1
7986316,7986750,435,1
7986811,7987371,561,1
7997224,7997847,624,1
8005609,8006034,426,1
8008354,8008764,411,1
8032087,8032395,309,1
8033473,8033910,438,1
8038063,8038371,309,1
8039239,8039772,534,1
8044066,8044377,312,1
8047930,8048439,510,1
8048965,8049324,360,1
8071288,8071689,402,1
8072743,8073228,486,1
8073997,8074302,306,1
8078059,8078478,420,1
8081875,8082216,342,1
8087092,8087508,417,1
8089459,8090214,756,1
8098540,8099214,675,1
8103664,8104110,447,1
8105683,8106177,495,1
8106616,8106933,318,1
8107105,8107455,351,1
8108674,8108994,321,1
8116462,8117061,600,1
8122129,8122446,318,1
8127898,8128308,411,1
8129179,8129499,321,1
8140339,8140692,354,1
8152978,8153676,699,1
8161438,8161770,333,1
8163985,8164437,453,1
8165302,8165739,438,1
8167375,8167683,309,1
8207761,8208159,399,1
8217229,8217639,411,1
8220571,8221377,807,1
8231332,8231853,522,1
8233114,8233455,342,1
8240266,8240568,303,1
8241064,8241453,390,1
8241925,8242224,300,1
8243758,8244285,528,1
8248663,8249040,378,1
8262502,8262822,321,1
8263405,8263848,444,1
8264296,8264685,390,1
8274298,8274648,351,1
8278333,8278683,351,1
8279464,8280036,573,1
8281336,8281635,300,1
8284981,8285280,300,1
8286838,8287293,456,1
8288368,8288721,354,1
8292991,8293461,471,1
8293750,8294151,402,1
8325952,8326371,420,1
8331616,8332134,519,1
8332729,8333154,426,1
8336050,8336388,339,1
8346793,8347245,453,1
8354659,8355120,462,1
8369674,8370009,336,1
8370697,8371362,666,1
8373340,8373660,321,1
8374222,8374560,339,1
8375569,8375973,405,1
8379448,8379777,330,1
8387227,8387535,309,1
8393410,8393742,333,1
8394397,8394729,333,1
8397127,8397669,543,1
8404390,8404755,366,1
8405110,8405415,306,1
8407618,8407962,345,1
8418409,8418810,402,1
8442550,8443203,654,1
8471257,8471667,411,1
8477950,8478282,333,1
8487331,8487630,300,1
8502337,8502681,345,1
8505973,8506407,435,1
8506756,8507145,390,1
8509390,8509764,375,1
8511016,8511537,522,1
8516191,8516490,300,1
8521144,8521614,471,1
8538145,8538459,315,1
8581372,8581755,384,1
8582710,8583699,990,1
8585344,8585799,456,1
8595847,8596266,420,1
8603833,8604165,333,1
8605783,8606133,351,1
8611714,8612049,336,1
8616088,8616387,300,1
8643376,8643684,309,1
8651182,8651703,522,1
8654062,8654400,339,1
8656324,8656695,372,1
8658598,8658942,345,1
8668693,8668992,300,1
8673091,8673393,303,1
8692213,8692614,402,1
8698069,8698488,420,1
8698570,8698875,306,1
8699794,8700117,324,1
8701348,8701785,438,1
8705806,8706120,315,1
8706427,8706750,324,1
8708947,8709264,318,1
8719192,8719719,528,1
8721205,8721564,360,1
8733040,8733351,312,1
8733814,8734113,300,1
8742289,8742651,363,1
8747179,8747523,345,1
8748115,8748684,570,1
8748697,8749266,570,1
8760511,8761410,900,1
8768044,8768391,348,1
8782300,8782725,426,1
8786479,8786844,366,1
8787373,8787750,378,1
8787772,8788131,360,1
8790754,8791137,384,1
8793952,8794641,690,1
8828539,8829021,483,1
8841334,8841708,375,1
8849134,8849631,498,1
8851171,8851521,351,1
8856670,8857005,336,1
8858926,8859261,336,1
8861395,8861736,342,1
8863234,8863686,453,1
8865688,8866026,339,1
8866177,8866494,318,1
8870221,8870736,516,1
8872411,8872716,306,1
8873392,8873814,423,1
8876380,8876811,432,1
8877103,8877423,321,1
8881477,8881836,360,1
8882620,8883462,843,1
8890411,8890749,339,1
8892622,8892939,318,1
8893966,8894454,489,1
8908009,8908338,330,1
8910904,8911377,474,1
8914267,8915496,1230,1
8919034,8919630,597,1
8920474,8921064,591,1
8923285,8923914,630,1
8953123,8953461,339,1
8962000,8962503,504,1
8963593,8963904,312,1
8970655,8970960,306,1
8972521,8972832,312,1
8975842,8976201,360,1
8978233,8978658,426,1
8980561,8980863,303,1
8983276,8983659,384,1
8984953,8985270,318,1
9017545,9018051,507,1
9038527,9038844,318,1
9047101,9047442,342,1
9068476,9068913,438,1
9090706,9091113,408,1
9092032,9092352,321,1
9092947,9093393,447,1
9097045,9097356,312,1
9117757,9118065,309,1
9140029,9140385,357,1
9155737,9156072,336,1
9162121,9162618,498,1
9166288,9166776,489,1
9175336,9175719,384,1
9175768,9176280,513,1
9177655,9177993,339,1
