"Start","Stop","Length","Frame"
2892520,2892825,306,1
2954128,2954502,375,1
3029833,3030192,360,1
3030589,3031017,429,1
3031945,3032256,312,1
3037447,3037803,357,1
3045085,3045546,462,1
3047353,3047748,396,1
3048757,3049119,363,1
3052201,3052524,324,1
3069148,3069519,372,1
3074704,3075036,333,1
3118798,3119229,432,1
3120805,3121164,360,1
3121528,3121872,345,1
3132979,3133293,315,1
3143203,3143574,372,1
3181297,3181704,408,1
3182539,3182844,306,1
3186427,3186858,432,1
3187777,3188085,309,1
3190759,3191448,690,1
3194788,3195132,345,1
3198166,3198501,336,1
3306553,3307026,474,1
3387010,3387345,336,1
3390922,3391239,318,1
3423694,3424002,309,1
3462652,3462966,315,1
3503329,3503784,456,1
3547591,3548196,606,1
3585223,3585531,309,1
3614524,3614853,330,1
3614992,3615372,381,1
3628921,3629271,351,1
3661738,3662073,336,1
3662986,3663366,381,1
3671482,3671799,318,1
3694183,3694689,507,1
3725509,3725826,318,1
3765649,3765987,339,1
3814789,3815523,735,1
3846859,3847164,306,1
3903364,3903756,393,1
3914125,3914490,366,1
3916588,3916932,345,1
3935881,3936438,558,1
3956647,3956976,330,1
3995503,3995868,366,1
4008643,4009062,420,1
4034452,4034928,477,1
4052860,4053357,498,1
4054588,4054890,303,1
4076146,4076475,330,1
4091659,4092042,384,1
4152109,4152567,459,1
4214632,4214949,318,1
4235059,4235466,408,1
4300789,4301151,363,1
4414114,4414440,327,1
4480312,4480617,306,1
4507288,4507617,330,1
4539172,4539606,435,1
4558669,4558977,309,1
4559590,4559994,405,1
4571764,4572120,357,1
4582126,4582527,402,1
4597291,4597602,312,1
4622863,4623168,306,1
4710772,4711086,315,1
4839739,4840089,351,1
4853266,4853829,564,1
4855981,4856364,384,1
4904710,4905168,459,1
4911037,4911399,363,1
4966003,4966488,486,1
4990231,4990548,318,1
4992955,4993269,315,1
4994050,4994355,306,1
5000647,5000952,306,1
5028976,5029317,342,1
5095957,5096316,360,1
5119231,5119542,312,1
5124532,5124873,342,1
5137468,5137794,327,1
5203237,5203671,435,1
5225761,5226072,312,1
5294017,5294346,330,1
5304061,5304381,321,1
5486326,5486649,324,1
5733079,5733384,306,1
5738461,5738811,351,1
6134917,6135288,372,1
6232051,6232392,342,1
6313834,6314253,420,1
6407797,6408138,342,1
6425479,6425796,318,1
6500179,6500478,300,1
6994372,6994710,339,1
7089118,7089435,318,1
7167547,7167876,330,1
7188718,7189026,309,1
7211704,7212066,363,1
7217710,7218054,345,1
7367695,7368012,318,1
7399483,7399794,312,1
7408381,7408776,396,1
7414375,7414734,360,1
7478533,7478925,393,1
7486411,7486779,369,1
7535824,7536180,357,1
7547410,7547718,309,1
7750702,7751193,492,1
7812127,7812426,300,1
7816081,7816455,375,1
7841992,7842306,315,1
7889929,7890393,465,1
8155843,8156166,324,1
8157586,8157999,414,1
8159104,8159421,318,1
8200531,8200830,300,1
8239225,8239530,306,1
8250805,8251134,330,1
8389099,8389419,321,1
8423998,8424306,309,1
8554354,8554806,453,1
8653486,8653857,372,1
8691562,8692032,471,1
8708353,8708721,369,1
8726545,8727057,513,1
8748847,8749317,471,1
8776843,8777145,303,1
8965132,8965494,363,1
9052432,9052746,315,1
9099421,9099813,393,1
9219709,9220083,375,1
9288763,9289167,405,1
9299869,9300213,345,1
9364738,9365040,303,1
9399139,9399537,399,1
9450934,9451245,312,1
9475900,9476262,363,1
9479125,9479463,339,1
9531721,9532098,378,1
9553918,9554244,327,1
9667273,9667590,318,1
9828394,9828789,396,1
9831460,9831774,315,1
9857788,9858255,468,1
9896392,9896802,411,1
9919144,9919566,423,1
9997597,9997896,300,1
10026484,10026813,330,1
10036375,10036719,345,1
10078126,10078614,489,1
10098217,10098576,360,1
10150657,10151178,522,1
10260223,10260528,306,1
10331272,10331697,426,1
10363903,10364235,333,1
10476304,10476618,315,1
10482064,10482375,312,1
10514431,10514787,357,1
10530832,10531164,333,1
10584316,10584657,342,1
10592341,10592775,435,1
10602097,10602453,357,1
10602520,10602858,339,1
10681798,10682169,372,1
10691020,10691454,435,1
10811983,10812366,384,1
10902022,10902357,336,1
10935652,10935954,303,1
10993867,10994229,363,1
11000908,11001258,351,1
11061679,11062071,393,1
11076892,11077233,342,1
11104576,11105277,702,1
11145052,11145357,306,1
11158270,11158635,366,1
11162467,11162802,336,1
11227141,11227449,309,1
11282632,11282961,330,1
11286997,11287317,321,1
11291926,11292282,357,1
11337268,11337732,465,1
11341609,11341947,339,1
11350948,11351298,351,1
11410285,11410599,315,1
11430079,11430378,300,1
11451367,11451735,369,1
11492542,11493075,534,1
11550490,11550897,408,1
11571940,11572290,351,1
11601211,11601522,312,1
11619352,11619657,306,1
11665207,11665518,312,1
11765047,11765427,381,1
11784448,11784765,318,1
11817328,11817672,345,1
11868772,11869200,429,1
11892625,11893113,489,1
12008215,12008592,378,1
12048235,12048537,303,1
12090316,12090621,306,1
12247417,12247821,405,1
12299260,12299562,303,1
12317254,12317601,348,1
12366820,12367134,315,1
12463453,12463752,300,1
12469426,12469755,330,1
12478360,12478659,300,1
12506995,12507315,321,1
12550276,12550593,318,1
12557863,12558183,321,1
12632779,12633165,387,1
12646246,12646554,309,1
12659077,12659376,300,1
12685753,12686082,330,1
12741256,12741570,315,1
12749659,12749994,336,1
12751378,12751677,300,1
12776674,12776985,312,1
12782971,12783273,303,1
12820516,12820827,312,1
12864790,12865260,471,1
12885277,12885576,300,1
12902212,12902589,378,1
13049131,13049499,369,1
13123480,13123791,312,1
13132060,13132434,375,1
13158406,13158792,387,1
13259854,13260198,345,1
13314514,13314864,351,1
13362013,13362348,336,1
13496170,13496508,339,1
13543807,13544169,363,1
13549255,13549608,354,1
13574803,13575111,309,1
13576759,13577130,372,1
13590151,13590495,345,1
13592716,13593267,552,1
13639072,13639617,546,1
13680967,13681353,387,1
13702378,13702818,441,1
13706362,13706700,339,1
13716349,13716726,378,1
13720948,13721439,492,1
13735282,13735599,318,1
13748392,13748712,321,1
13755817,13756161,345,1
13778782,13779144,363,1
13789906,13790334,429,1
13823602,13823904,303,1
13828558,13828989,432,1
13835746,13836144,399,1
13836859,13837329,471,1
13889737,13890192,456,1
13922110,13922463,354,1
13924174,13924587,414,1
13945300,13945677,378,1
14002459,14002770,312,1
14020420,14020764,345,1
14046013,14046501,489,1
14055469,14055870,402,1
14065738,14066058,321,1
14076289,14077338,1050,1
14097637,14097960,324,1
14112907,14113278,372,1
14114734,14115066,333,1
14117986,14118309,324,1
14138167,14138514,348,1
14148685,14148993,309,1
14235919,14236308,390,1
14252899,14253216,318,1
14253472,14253912,441,1
14273236,14273679,444,1
14277592,14277933,342,1
14286664,14287188,525,1
14324308,14324664,357,1
14335234,14335551,318,1
14381761,14382087,327,1
14419495,14420289,795,1
14439769,14440074,306,1
14499499,14499864,366,1
14509729,14510082,354,1
14636953,14637252,300,1
14672050,14672370,321,1
14674432,14674761,330,1
14681818,14682150,333,1
14737261,14737623,363,1
14751658,14751984,327,1
14763454,14763825,372,1
14771026,14771394,369,1
14811931,14812254,324,1
14918026,14918535,510,1
15053263,15053562,300,1
15096940,15097245,306,1
15134107,15134643,537,1
15138520,15138909,390,1
15142609,15142950,342,1
15147550,15147873,324,1
15167746,15168081,336,1
15233752,15234117,366,1
15239884,15240270,387,1
15261151,15261474,324,1
15275059,15275475,417,1
15331858,15332175,318,1
15375040,15375375,336,1
15420943,15421335,393,1
15436621,15436956,336,1
15469690,15470016,327,1
15526669,15526968,300,1
15541438,15541740,303,1
15564604,15564915,312,1
15574141,15574443,303,1
15653689,15653997,309,1
15732121,15732519,399,1
15802078,15802518,441,1
16007959,16008279,321,1
16027543,16028016,474,1
16074169,16074474,306,1
16137007,16137411,405,1
16173361,16173771,411,1
16187248,16187673,426,1
16188520,16188963,444,1
16375180,16375500,321,1
16535479,16535799,321,1
16652533,16652856,324,1
16727740,16728057,318,1
16863400,16863777,378,1
16897552,16897860,309,1
16994245,16994556,312,1
17048665,17049078,414,1
17091568,17091900,333,1
17121799,17122158,360,1
17154400,17154711,312,1
17226589,17226948,360,1
17298379,17298678,300,1
17314762,17315331,570,1
17403793,17404128,336,1
17416531,17416848,318,1
17422111,17422605,495,1
17453296,17453664,369,1
17540551,17540862,312,1
17617780,17618109,330,1
17652139,17652555,417,1
17677390,17677731,342,1
17702218,17702646,429,1
17757400,17757705,306,1
17787877,17788188,312,1
17796706,17797092,387,1
17920600,17920911,312,1
18016600,18016929,330,1
18069484,18069903,420,1
18190468,18190839,372,1
18216205,18216540,336,1
18249415,18249714,300,1
18292654,18292968,315,1
18298891,18299208,318,1
18433999,18434328,330,1
18471712,18472161,450,1
18581584,18581922,339,1
18651247,18651603,357,1
18670942,18671277,336,1
18709657,18709995,339,1
18750010,18750384,375,1
18785230,18785673,444,1
18809989,18810432,444,1
18826714,18827058,345,1
18852877,18853350,474,1
18966391,18966690,300,1
18998731,18999177,447,1
19149046,19149351,306,1
19271506,19271859,354,1
19279495,19279896,402,1
19380709,19381041,333,1
19482484,19482798,315,1
19667497,19667865,369,1
19727254,19728024,771,1
19803388,19803828,441,1
19910743,19911042,300,1
20018128,20018427,300,1
20035687,20036079,393,1
20095612,20096358,747,1
20413048,20413395,348,1
20503192,20503587,396,1
20517796,20518206,411,1
20620393,20620743,351,1
20622793,20623176,384,1
20629840,20630142,303,1
20638876,20639241,366,1
20872645,20872959,315,1
20939065,20939424,360,1
20958871,20959230,360,1
20963113,20963412,300,1
21046282,21046683,402,1
21069799,21070113,315,1
21154789,21155217,429,1
21252679,21253080,402,1
21264079,21264387,309,1
21370627,21370962,336,1
21376978,21377562,585,1
21381775,21382104,330,1
21400552,21400854,303,1
21448585,21448971,387,1
21477016,21477381,366,1
21549847,21550158,312,1
21686950,21687294,345,1
21727114,21727452,339,1
21756667,21756966,300,1
21942172,21942477,306,1
21981502,21981852,351,1
21985903,21986202,300,1
22009933,22010262,330,1
22393033,22393365,333,1
22527013,22527321,309,1
22565518,22565826,309,1
22576573,22576938,366,1
22606168,22606887,720,1
22980280,22980966,687,1
23120554,23120859,306,1
23133340,23133672,333,1
23421712,23422242,531,1
23546284,23546601,318,1
23709325,23709642,318,1
23753329,23753679,351,1
23840305,23840625,321,1
23863606,23863908,303,1
23866543,23866869,327,1
23873218,23873712,495,1
24014566,24014868,303,1
24149227,24149601,375,1
24489349,24489744,396,1
24558469,24558777,309,1
24559957,24560271,315,1
24645721,24646023,303,1
24659920,24660297,378,1
24764668,24765408,741,1
24774319,24774633,315,1
24867082,24867405,324,1
24898291,24898659,369,1
24916813,24917169,357,1
24949909,24950268,360,1
25030216,25030551,336,1
25293052,25293378,327,1
25322566,25322898,333,1
25357957,25358268,312,1
25367644,25368015,372,1
25463119,25463595,477,1
25628011,25628337,327,1
25632907,25633272,366,1
25647454,25647771,318,1
25691071,25691421,351,1
25876606,25876983,378,1
25900156,25900464,309,1
25925728,25926045,318,1
25951183,25951554,372,1
26024326,26024757,432,1
26034118,26034474,357,1
26111236,26111577,342,1
26148025,26148432,408,1
26195578,26195928,351,1
26221108,26221515,408,1
26260948,26261349,402,1
26305552,26306073,522,1
26351272,26351592,321,1
26372206,26372562,357,1
26428078,26428389,312,1
26495482,26495889,408,1
26505556,26505939,384,1
26539465,26539842,378,1
26717047,26717394,348,1
26733400,26733708,309,1
26801347,26801793,447,1
26920453,26920890,438,1
26953441,26953767,327,1
26970580,26970996,417,1
27031306,27031638,333,1
27040363,27040725,363,1
27109795,27110175,381,1
27144337,27144708,372,1
27174859,27175161,303,1
27214189,27214527,339,1
27341137,27341457,321,1
27350377,27350694,318,1
27380632,27380943,312,1
27619807,27620148,342,1
27647470,27647850,381,1
27706933,27707235,303,1
27751396,27751788,393,1
27862774,27863085,312,1
27946735,27947937,1203,1
27986002,27986322,321,1
27992872,27993345,474,1
28139566,28140138,573,1
28255348,28255737,390,1
28266964,28267272,309,1
28387927,28388247,321,1
28394644,28395021,378,1
28465021,28465332,312,1
28481632,28482027,396,1
28580308,28580616,309,1
28670752,28671213,462,1
28699756,28700226,471,1
28745242,28745559,318,1
28769833,28770198,366,1
28810978,28811352,375,1
28831870,28832283,414,1
28862239,28862667,429,1
28880464,28880796,333,1
28926055,28926531,477,1
29249788,29250306,519,1
29278843,29279169,327,1
29342311,29342610,300,1
29373847,29374209,363,1
29458123,29459553,1431,1
29477122,29477427,306,1
29691574,29691906,333,1
29918320,29918640,321,1
29978143,29978481,339,1
30025939,30026262,324,1
30048271,30048600,330,1
30054613,30054978,366,1
30055657,30056034,378,1
30096676,30096996,321,1
30104230,30104733,504,1
30214036,30214374,339,1
30269911,30270285,375,1
30274099,30274407,309,1
30277678,30278070,393,1
30569998,30570306,309,1
30645406,30645726,321,1
30658558,30658938,381,1
30706201,30706560,360,1
30874366,30874683,318,1
31043290,31043610,321,1
31137535,31137960,426,1
31245868,31246182,315,1
31285465,31285953,489,1
31328644,31329006,363,1
31755589,31755939,351,1
31757101,31757517,417,1
31897888,31898220,333,1
31980619,31980936,318,1
32159944,32160264,321,1
32360005,32360385,381,1
32427064,32427393,330,1
32434069,32434473,405,1
32440057,32440422,366,1
32454373,32454699,327,1
32509180,32509500,321,1
32559277,32559585,309,1
32583472,32583783,312,1
32654539,32654847,309,1
32685727,32686149,423,1
32750647,32750955,309,1
32790631,32790930,300,1
32805490,32805894,405,1
32871508,32871864,357,1
33092221,33092592,372,1
33127843,33128163,321,1
33188206,33188538,333,1
33516823,33517134,312,1
33582829,33583131,303,1
33647314,33647616,303,1
33654298,33654627,330,1
33860956,33861276,321,1
33866767,33867099,333,1
33961009,33961347,339,1
34019470,34019835,366,1
34054708,34055109,402,1
34082404,34082706,303,1
34293358,34293789,432,1
34499659,34500042,384,1
34515796,34516158,363,1
34521976,34522290,315,1
34658239,34658574,336,1
34752103,34752447,345,1
34812391,34812696,306,1
35007748,35008128,381,1
35324923,35325279,357,1
35335189,35335554,366,1
35419783,35420124,342,1
35556979,35557281,303,1
35594470,35594829,360,1
35663386,35663733,348,1
35704630,35705007,378,1
35729377,35729811,435,1
35832544,35832852,309,1
35869645,35869974,330,1
35947960,35948259,300,1
35948632,35948970,339,1
35985169,35985903,735,1
36024994,36025320,327,1
36104620,36104979,360,1
36106705,36107070,366,1
36271675,36272112,438,1
36403615,36403914,300,1
36463771,36464517,747,1
36581254,36581595,342,1
36654205,36654504,300,1
36784183,36784563,381,1
36789136,36789441,306,1
36865315,36865683,369,1
36931747,36932106,360,1
36971479,36971781,303,1
36978649,36979083,435,1
37064515,37064862,348,1
37186837,37187178,342,1
37202875,37203189,315,1
37223893,37224279,387,1
37323820,37324173,354,1
37435030,37435350,321,1
37442665,37442964,300,1
37496176,37496487,312,1
37523401,37523703,303,1
37548955,37549344,390,1
37580209,37580649,441,1
37605049,37605441,393,1
37619839,37620156,318,1
37671442,37671774,333,1
37736257,37736610,354,1
37851022,37851378,357,1
37855087,37855410,324,1
37863010,37863390,381,1
37954141,37954452,312,1
38042011,38042397,387,1
38077975,38078343,369,1
38078683,38079222,540,1
38170129,38170437,309,1
38184904,38185212,309,1
38208532,38208885,354,1
38212066,38212422,357,1
38217592,38218272,681,1
38316220,38316552,333,1
38447071,38447376,306,1
38472373,38472744,372,1
38540749,38541270,522,1
38598175,38598492,318,1
38702809,38703195,387,1
38778124,38778606,483,1
38823697,38824143,447,1
38880985,38881287,303,1
39008866,39009192,327,1
39069319,39069696,378,1
39086800,39087123,324,1
39203023,39203334,312,1
39300973,39301287,315,1
39301789,39302142,354,1
39313756,39314172,417,1
39322015,39322335,321,1
39367372,39367902,531,1
39400573,39400890,318,1
39431698,39432015,318,1
39517678,39517977,300,1
39559591,39559920,330,1
39692053,39692367,315,1
39810820,39811119,300,1
40059715,40060017,303,1
40075180,40075755,576,1
40190335,40190643,309,1
40194205,40194519,315,1
40201966,40202268,303,1
40240657,40240995,339,1
40269862,40270194,333,1
40318417,40318767,351,1
40385944,40386465,522,1
40389772,40390089,318,1
40438999,40439451,453,1
40607779,40608171,393,1
40624822,40625220,399,1
40639918,40640259,342,1
40845328,40845726,399,1
40858138,40858440,303,1
40867576,40867983,408,1
40963591,40963893,303,1
41051086,41051502,417,1
41094463,41094765,303,1
41128408,41128848,441,1
41129095,41129427,333,1
41130070,41130375,306,1
41161189,41161542,354,1
41184040,41184615,576,1
41209495,41209815,321,1
41232307,41232606,300,1
41304658,41305008,351,1
41311357,41311665,309,1
41345779,41346147,369,1
41403163,41403480,318,1
41404816,41405469,654,1
41470057,41470380,324,1
41487799,41488098,300,1
41562130,41562489,360,1
41638039,41638422,384,1
41783815,41784123,309,1
41838016,41838369,354,1
41943178,41943588,411,1
42203953,42204426,474,1
42251122,42251469,348,1
42256354,42256674,321,1
42260149,42260460,312,1
42290977,42291276,300,1
42386059,42386448,390,1
42426133,42426606,474,1
42432967,42433323,357,1
42433810,42434571,762,1
42549943,42550272,330,1
42595066,42595413,348,1
42606598,42606939,342,1
42649462,42649788,327,1
42791581,42791910,330,1
42863278,42863619,342,1
42977266,42977640,375,1
42979612,42979953,342,1
43175260,43175661,402,1
43256869,43257204,336,1
43299097,43299468,372,1
43453921,43454259,339,1
43498798,43499130,333,1
43634251,43634574,324,1
43637209,43637544,336,1
43644703,43645041,339,1
43772845,43773150,306,1
43817515,43817853,339,1
43961914,43962273,360,1
44061232,44061555,324,1
44093476,44093820,345,1
44177020,44177319,300,1
44255980,44256384,405,1
44324275,44324589,315,1
44472451,44472843,393,1
44487865,44488191,327,1
44674417,44674719,303,1
44721403,44721759,357,1
45022291,45022692,402,1
45027868,45028296,429,1
45170077,45170556,480,1
45257539,45257910,372,1
45277180,45277521,342,1
45301933,45302232,300,1
45387502,45387837,336,1
45429304,45429657,354,1
45730723,45731040,318,1
45744346,45744717,372,1
45820381,45820692,312,1
45884542,45885051,510,1
45918037,45918426,390,1
45932995,45933300,306,1
45953725,45954060,336,1
45969457,45969798,342,1
46072444,46072854,411,1
46087177,46087575,399,1
46112800,46113150,351,1
46152061,46152462,402,1
46282150,46282485,336,1
46291225,46291569,345,1
46302967,46303371,405,1
46376323,46376682,360,1
46403035,46403343,309,1
46476616,46477020,405,1
46490461,46490796,336,1
46491232,46491549,318,1
46494076,46494525,450,1
46502986,46503372,387,1
46760944,46761348,405,1
46853377,46853868,492,1
46941871,46942185,315,1
47014918,47015502,585,1
47054947,47055249,303,1
47104126,47104446,321,1
47159650,47160210,561,1
47336977,47337396,420,1
47388751,47389059,309,1
47408764,47409153,390,1
47476144,47476491,348,1
47482321,47482896,576,1
47510230,47510580,351,1
47614729,47615088,360,1
47615560,47615886,327,1
47649835,47650146,312,1
47731690,47732013,324,1
47802625,47802954,330,1
47814121,47814426,306,1
47891542,47891886,345,1
48045097,48045417,321,1
48081511,48081813,303,1
48095629,48095976,348,1
48211147,48211479,333,1
48236440,48236757,318,1
48303922,48304224,303,1
48331045,48331344,300,1
48390964,48391263,300,1
48581035,48581352,318,1
48719902,48720270,369,1
48757375,48757761,387,1
48762889,48763191,303,1
48995554,48995916,363,1
49009525,49009992,468,1
49050637,49051014,378,1
49101028,49101330,303,1
49174624,49175070,447,1
49186939,49187334,396,1
49216708,49217097,390,1
49218937,49219314,378,1
49296028,49296366,339,1
49312180,49312638,459,1
49322389,49322829,441,1
49385761,49386156,396,1
49395910,49396215,306,1
49435141,49435467,327,1
49537699,49538031,333,1
49548559,49548861,303,1
49552162,49552461,300,1
49693237,49693554,318,1
49846852,49847220,369,1
49885402,49885788,387,1
49887745,49888158,414,1
49889413,49889727,315,1
49963375,49963722,348,1
49985077,49985385,309,1
50012644,50012943,300,1
50017174,50017539,366,1
50066908,50067216,309,1
50076724,50077044,321,1
50158312,50158614,303,1
50255827,50256141,315,1
50358700,50359005,306,1
50360218,50360568,351,1
50369005,50369310,306,1
50407732,50408055,324,1
50411716,50412168,453,1
50494822,50495151,330,1
50735650,50736012,363,1
50884261,50884953,693,1
50897626,50898000,375,1
50912005,50912454,450,1
50957773,50958090,318,1
51118999,51119349,351,1
51142714,51143082,369,1
51275905,51276225,321,1
51364690,51365028,339,1
51422944,51423243,300,1
51471433,51471771,339,1
51653668,51653985,318,1
51759661,51760056,396,1
51799450,51799755,306,1
51820906,51821256,351,1
51831346,51831840,495,1
51834490,51834915,426,1
51873451,51873882,432,1
51927322,51927636,315,1
52042012,52042326,315,1
52160350,52160700,351,1
52174717,52175064,348,1
52204297,52204698,402,1
52239607,52239936,330,1
52288114,52288431,318,1
52288744,52289457,714,1
52512883,52513254,372,1
52617202,52617537,336,1
52741789,52742184,396,1
52762495,52762914,420,1
52786429,52786848,420,1
52855495,52855830,336,1
52857142,52857474,333,1
52970203,52970514,312,1
52996327,52996731,405,1
53107186,53107494,309,1
53190502,53190843,342,1
53207218,53207730,513,1
53263222,53263524,303,1
53337166,53337609,444,1
53398183,53398494,312,1
53399257,53399655,399,1
53434480,53434824,345,1
53435131,53435454,324,1
53436430,53436735,306,1
53444008,53444346,339,1
53467474,53467773,300,1
53539057,53539410,354,1
53653318,53653638,321,1
53734897,53735457,561,1
53767426,53767755,330,1
53867056,53867376,321,1
54064825,54065181,357,1
54163459,54163779,321,1
54447460,54447936,477,1
54498562,54498924,363,1
54499489,54499980,492,1
54573604,54573987,384,1
54633925,54634338,414,1
54748942,54749301,360,1
54761116,54761415,300,1
54840064,54840369,306,1
54889123,54889443,321,1
54987928,54988263,336,1
54991999,54992325,327,1
55000324,55000686,363,1
55053121,55053423,303,1
55074646,55074981,336,1
55153177,55153503,327,1
55181569,55181883,315,1
55183672,55184106,435,1
55219333,55219674,342,1
55222618,55222947,330,1
55255771,55256205,435,1
55292230,55292637,408,1
55414684,55415055,372,1
55436230,55436673,444,1
55478896,55479363,468,1
55531096,55531404,309,1
55724437,55724865,429,1
55935067,55935390,324,1
56034403,56034750,348,1
56271025,56271423,399,1
56353975,56354307,333,1
56359636,56359983,348,1
56408935,56409264,330,1
56410234,56410533,300,1
56432965,56433294,330,1
56438287,56438604,318,1
56506009,56506341,333,1
56530891,56531226,336,1
56566648,56567019,372,1
56602315,56602698,384,1
56722987,56723325,339,1
56727412,56727744,333,1
56754745,56755047,303,1
56815939,56816274,336,1
56817370,56817852,483,1
56831725,56832225,501,1
56832505,56833107,603,1
56842417,56842734,318,1
56847391,56847690,300,1
56860462,56861073,612,1
56876473,56876793,321,1
56887855,56888187,333,1
56900434,56900802,369,1
56950192,56950611,420,1
56998876,56999274,399,1
57037501,57037899,399,1
57054736,57055122,387,1
57094315,57094617,303,1
57117481,57118059,579,1
57180781,57181233,453,1
57212722,57213186,465,1
57221296,57221757,462,1
57230809,57231108,300,1
57251590,57252255,666,1
57272941,57273240,300,1
57376531,57376848,318,1
57403159,57403524,366,1
57430789,57431265,477,1
57435241,57435591,351,1
57482767,57483135,369,1
57609529,57609882,354,1
57666331,57666639,309,1
57713272,57713619,348,1
57871885,57872289,405,1
57883762,57884196,435,1
57916738,57917145,408,1
57964582,57964911,330,1
57966583,57967026,444,1
58063231,58063533,303,1
58116304,58116675,372,1
58181590,58181955,366,1
58182670,58183014,345,1
58202206,58202628,423,1
58261156,58261482,327,1
58270861,58271190,330,1
58279639,58279989,351,1
58349536,58349871,336,1
58386979,58387380,402,1
58409323,58409751,429,1
58439272,58439574,303,1
58540927,58541259,333,1
58562092,58562394,303,1
58627765,58628064,300,1
58696198,58696545,348,1
58722280,58722606,327,1
58742365,58742676,312,1
58761448,58761765,318,1
58764553,58764909,357,1
58768522,58768824,303,1
58784383,58784718,336,1
58802335,58802685,351,1
58812130,58812432,303,1
58855324,58855995,672,1
58878607,58878924,318,1
58902385,58902717,333,1
58940257,58940763,507,1
58961971,58962309,339,1
58974259,58974678,420,1
58992469,58992813,345,1
59013163,59013489,327,1
59043001,59043540,540,1
59087842,59088150,309,1
59171377,59171724,348,1
59215405,59215704,300,1
59280463,59280819,357,1
59332570,59332902,333,1
59357245,59358273,1029,1
59363578,59364192,615,1
59387305,59388096,792,1
59427904,59428230,327,1
59430589,59430891,303,1
59442262,59442573,312,1
59452396,59452710,315,1
59481817,59482275,459,1
59512492,59512791,300,1
59524750,59525118,369,1
59586514,59586852,339,1
59644972,59645286,315,1
59693941,59694408,468,1
59818387,59818734,348,1
59868682,59869302,621,1
59889022,59889534,513,1
59892472,59892927,456,1
59940742,59941068,327,1
59953033,59953335,303,1
59954638,59954952,315,1
60004636,60005031,396,1
60017884,60018210,327,1
60074212,60074523,312,1
60164179,60164517,339,1
60187876,60188346,471,1
60201892,60202302,411,1
60209692,60210042,351,1
60212377,60212721,345,1
60243826,60244170,345,1
60297985,60298323,339,1
60371233,60371583,351,1
60373003,60373485,483,1
60433945,60434340,396,1
60537892,60538377,486,1
60542254,60542583,330,1
60567409,60567720,312,1
60662023,60662322,300,1
60811804,60812130,327,1
61061470,61061769,300,1
61072384,61072725,342,1
61105210,61105623,414,1
61135231,61135803,573,1
61149136,61149507,372,1
61175899,61176267,369,1
61265200,61265502,303,1
61279636,61279944,309,1
61344220,61344522,303,1
61536523,61536831,309,1
61562740,61563045,306,1
61568776,61569165,390,1
61646023,61646334,312,1
61657996,61658298,303,1
